CMIP6 Compound Name,CMIP7 Compound Name,Branded Variable Name,Link to Ranking,Min Rank in CMIP6 download statistics,Physical Parameter,Units (from Physical Parameter),CF Standard Name (from Physical Parameter),Title,Description,Spatial Shape,Extra dimensions,Coordinates,Type,Modelling Realm - Primary,Modelling Realm - Secondary,Dimensions,CMIP6 Table (legacy),CMIP6 Frequency (legacy),CMIP7 Frequency,Processing Note,Table Section (CMIP6),Positive Direction,Provenance,Temporal Shape,Cell Methods,Cell Measures,ESM-BCV 1.4,CMIP7 Variable Groups,Opportunity (from CMIP7 Variable Groups),Experiment Groups (from Opportunity),List of Experiments,Disambiguation,Temporal Sampling Rate,Horizontal Mesh,Vertical Dimension,Size,Conditional,Region,CF Standard Name (from Coordinates),Priority 3 (CMIP6),Priority 2 (CMIP6),Priority 1 (CMIP6),Variable Status,Physical Parameter Status,Flag - known issue,Branded Variable Name status,Flag - variable change since CMIP6,UID
AERmon.emibbnox,aerosol.emibbnox.tavg-u-hxy-u.mon.GLB,emibbnox_tavg-u-hxy-u,,,emibbnox,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_nox_expressed_as_nitrogen_due_to_emission_from_fires,total emission rate of NOx from all biomass burning,Total emission rate of nitrogen oxides (NOx) from all biomass burning (natural and anthropogenic),Global field (single level),,,real,aerosol,atmosChem,"longitude, latitude, time",AERmon,mon,mon,,,,,time-intv,area: time: mean,area: areacella,,aerchemmip_2d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,83bbfc06-7f07-11ef-9308-b1dd71e64bec
AERmon.emibboa,aerosol.emibboa.tavg-u-hxy-u.mon.GLB,emibboa_tavg-u-hxy-u,,,emibboa,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_emission_from_fires,total emission of organic aerosol from all biomass burning ,Total emission rate of particulate organic matter (organic aerosol) into the atmosphere from all biomass burning (natural and anthropogenic),Global field (single level),,,real,aerosol,atmosChem,"longitude, latitude, time",AERmon,mon,mon,,,,,time-intv,area: time: mean,area: areacella,,"aerchemmip_2d_monthly,FireMIP_monthly","Understanding the role of atmospheric composition for air quality and climate change,Role of fire in the Earth system","aerchemmip,deck,fast-track,historical,scenarios,picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-s7h-noFireChange,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-noFire,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,83bbfc05-7f07-11ef-9308-b1dd71e64bec
AERmon.emibbso2,aerosol.emibbso2.tavg-u-hxy-u.mon.GLB,emibbso2_tavg-u-hxy-u,,,emibbso2,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_sulfur_dioxide_due_to_emission_from_fires,total emission rate of SO2 from all biomass burning,Total emission rate of SO2 into the atmosphere from all biomass burning (natural and anthropogenic). ,Global field (single level),,,real,aerosol,atmosChem,"longitude, latitude, time",AERmon,mon,mon,,,,,time-intv,area: time: mean,area: areacella,,"aerchemmip_2d_monthly,FireMIP_monthly","Understanding the role of atmospheric composition for air quality and climate change,Role of fire in the Earth system","aerchemmip,deck,fast-track,historical,scenarios,picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-s7h-noFireChange,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-noFire,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,83bbfc04-7f07-11ef-9308-b1dd71e64bec
AERmon.emibbvoc,aerosol.emibbvoc.tavg-u-hxy-u.mon.GLB,emibbvoc_tavg-u-hxy-u,,,emibbvoc,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_nmvoc_due_to_emission_from_fires,total emission rate of NMVOC from all biomass burning,Total emission rate of non-methane volatile organic compounds (NMVOCs) from all biomass burning (natural and anthropogenic),Global field (single level),,,real,aerosol,atmosChem,"longitude, latitude, time",AERmon,mon,mon,,,,,time-intv,area: time: mean,area: areacella,,"aerchemmip_2d_monthly,FireMIP_monthly","Understanding the role of atmospheric composition for air quality and climate change,Role of fire in the Earth system","aerchemmip,deck,fast-track,historical,scenarios,picontrol,historical,scenarios,firemip_deck_subset,firemip_fast-track_subset,firemip-nonfasttrack","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-s7h-noFireChange,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-noFire,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,83bbfc03-7f07-11ef-9308-b1dd71e64bec
AERmon.emibc,aerosol.emibc.tavg-u-hxy-u.mon.GLB,emibc_tavg-u-hxy-u,AERmon.emibc,402,emibc,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_elemental_carbon_dry_aerosol_particles_due_to_emission,Total Emission Rate of Black Carbon Aerosol Mass,Integrate 3D emission field vertically to 2d field.,Global field (single level),,,real,aerosol,,"longitude, latitude, time",AERmon,mon,mon,,AERmon-oth,,AERmon ((isd.003)),time-intv,area: time: mean,area: areacella,,aerchemmip_2d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,19be87bc-81b1-11e6-92de-ac72891c3257
AERmon.emibvoc,aerosol.emibvoc.tavg-u-hxy-u.mon.GLB,emibvoc_tavg-u-hxy-u,AERmon.emibvoc,572,emibvoc,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_biogenic_nmvoc_expressed_as_carbon_due_to_emission,Total Emission Rate of Biogenic NMVOC,"Integrate 3D emission field vertically to 2d field._If_ fixed molecular weight of NMVOC is not available in model, please provide in units of kilomole m-2 s-1 (i.e. kg m-2 s-1 as if model NMVOC had molecular weight of 1) and add a comment to your file.",Global field (single level),,,real,aerosol,,"longitude, latitude, time",AERmon,mon,mon,,AERmon-oth,,AERmon ((isd.003)),time-intv,area: time: mean,area: areacella,,aerchemmip_2d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,19bf3928-81b1-11e6-92de-ac72891c3257
AERmon.emic2h4,atmosChem.emic2h4.tavg-u-hxy-u.mon.GLB,emic2h4_tavg-u-hxy-u,,,emic2h4,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_ethene_due_to_emission,total emission rate of C2H4,Total emission rate of ethene (C2H4) into the atmosphere,Global field (single level),,,real,atmosChem,aerosol,"longitude, latitude, time",AERmon,mon,mon,,,,,time-intv,area: time: mean,area: areacella,,aerchemmip_2d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,83bbfc02-7f07-11ef-9308-b1dd71e64bec
AERmon.emic2h5oh,atmosChem.emic2h5oh.tavg-u-hxy-u.mon.GLB,emic2h5oh_tavg-u-hxy-u,,,emic2h5oh,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_ethanol_due_to_emission,total emission rate of C2H5OH,This is the total emission rate of ethanol (C2H5OH) into the atmosphere,Global field (single level),,,real,atmosChem,aerosol,"longitude, latitude, time",AERmon,mon,mon,,,,,time-intv,area: time: mean,area: areacella,,aerchemmip_2d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,83bbfc01-7f07-11ef-9308-b1dd71e64bec
AERmon.emic2h6,atmosChem.emic2h6.tavg-u-hxy-u.mon.GLB,emic2h6_tavg-u-hxy-u,,,emic2h6,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_ethane_due_to_emission,total emission rate of C2H6 ,This is the total emission rate of ethane (C2H6) into the atmosphere,Global field (single level),,,real,atmosChem,aerosol,"longitude, latitude, time",AERmon,mon,mon,,,,,time-intv,area: time: mean,area: areacella,,aerchemmip_2d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,83bbfc00-7f07-11ef-9308-b1dd71e64bec
AERmon.emic3h6,atmosChem.emic3h6.tavg-u-hxy-u.mon.GLB,emic3h6_tavg-u-hxy-u,,,emic3h6,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_propene_due_to_emission,total emission rate of C3H6,This is the total emission rate of propene (C3H6) into the atmosphere,Global field (single level),,,real,atmosChem,aerosol,"longitude, latitude, time",AERmon,mon,mon,,,,,time-intv,area: time: mean,area: areacella,,aerchemmip_2d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,83bbfbff-7f07-11ef-9308-b1dd71e64bec
AERmon.emic3h8,atmosChem.emic3h8.tavg-u-hxy-u.mon.GLB,emic3h8_tavg-u-hxy-u,,,emic3h8,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_propane_due_to_emission,total emission rate of C3H8 ,This is the total emission rate of propane (C3H8) into the atmosphere,Global field (single level),,,real,atmosChem,aerosol,"longitude, latitude, time",AERmon,mon,mon,,,,,time-intv,area: time: mean,area: areacella,,aerchemmip_2d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,83bbfbfe-7f07-11ef-9308-b1dd71e64bec
AERmon.emic4h10,atmosChem.emic4h10.tavg-u-hxy-u.mon.GLB,emic4h10_tavg-u-hxy-u,,,emic4h10,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_butane_due_to_emission,total emission rate of C4H10,This is the total emission rate of butane (C4H10) into the atmosphere,Global field (single level),,,real,atmosChem,aerosol,"longitude, latitude, time",AERmon,mon,mon,,,,,time-intv,area: time: mean,area: areacella,,aerchemmip_2d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,83bbfbfd-7f07-11ef-9308-b1dd71e64bec
AERmon.emich3oh,atmosChem.emich3oh.tavg-u-hxy-u.mon.GLB,emich3oh_tavg-u-hxy-u,,,emich3oh,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_methanol_due_to_emission,total emission rate of CH3OH,This is the total emission rate of methanol (CH3OH) into the atmosphere,Global field (single level),,,real,atmosChem,aerosol,"longitude, latitude, time",AERmon,mon,mon,,,,,time-intv,area: time: mean,area: areacella,,aerchemmip_2d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,83bbfbfc-7f07-11ef-9308-b1dd71e64bec
AERmon.emich4,atmosChem.emich4.tavg-u-hxy-u.mon.GLB,emich4_tavg-u-hxy-u,,,emich4,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_methane_due_to_emission,total emission rate of CH4 ,This is the total emission rate of methane (CH4) into the atmosphere,Global field (single level),,,real,atmosChem,aerosol,"longitude, latitude, time",AERmon,mon,mon,,,,,time-intv,area: time: mean,area: areacella,,"aerchemmip_2d_monthly,AgCarbon,land_ch4_fluxes","Understanding the role of atmospheric composition for air quality and climate change,Agriculture and Food System Impacts,Benchmarking and Attributing Changes to Global Carbon and other Biogeochemical Cycles","aerchemmip,deck,fast-track,historical,scenarios,deck,scenarios,historical,dcpp,irrmip-nonfasttrack,highresmip2-ia,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-irr,amip-noirr,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,highres-future-xxx,highresSST-pxxkpat,hist-1950,hist-aer,hist-GHG,hist-irr,hist-nat,hist-noirr,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,83bbfbfb-7f07-11ef-9308-b1dd71e64bec
AERmon.emico,aerosol.emico.tavg-u-hxy-u.mon.GLB,emico_tavg-u-hxy-u,AERmon.emico,686,emico,kg m-2 s-1,tendency_of_atmosphere_mass_content_of_carbon_monoxide_due_to_emission,Total Emission Rate of CO,Integrate 3D emission field vertically to 2d field.,Global field (single level),,,real,aerosol,,"longitude, latitude, time",AERmon,mon,mon,,AERmon-oth,,AERmon ((isd.003)),time-intv,area: time: mean,area: areacella,,aerchemmip_2d_monthly,Understanding the role of atmospheric composition for air quality and climate change,"aerchemmip,deck,fast-track,historical,scenarios","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,120,68400,1,8.208,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,19bfe904-81b1-11e6-92de-ac72891c3257
